text_fi,text_sv
"Kun ei voitu arvioida, aiheuttivatko joen kunnostustoimenpiteet vahingollisia muutoksia rannanomistajille, muutoksia joen virtaamiin, tulva-aikaisiin vedenkorkeuksiin tai koskikarojen ja saukkojen elinmahdollisuuksiin ja kun otettiin huomioon vesilain 2 luvun 3 §:n säännökset, korkein hallinto-oikeus oli katsonut, että kunnostussuunnitelmaa oli täydennettävä mainituilta osin, ennen kuin asia voitiin ratkaista joen kunnostamista koskevalta osalta.","Eftersom det inte var möjligt att bedöma om iståndsättningsåtgärderna i älven medförde menliga förändringar för strandägarna, förändringar i älvens vattenföring, älvens vattenstånd vid översvämning eller strömstarens och utterns levnadsbetingelser samt med hänsyn till bestämmelserna i 2 kap. 3 § i vattenlagen, hade högsta förvaltningsdomstolen ansett att iståndsättningsplanen skulle kompletteras till nämnda delar innan det var möjligt att avgöra ärendet till den del som det gällde iståndsättning av älven."
Sen vuoksi korkein hallinto-oikeus oli kumonnut vesiylioikeuden ja vesioikeuden päätökset siltä osin kuin lupa joen kunnostamiseen oli myönnetty ja palauttanut asian tältä osin vesioikeudelle uudelleen käsiteltäväksi.,Därför hade högsta förvaltningsdomstolen upphävt vattenöverdomstolens och vattendomstolens beslut till den del som tillstånd till iståndsättning av älven hade beviljats och till denna del återförvisat ärendet till vattendomstolen för ny behandling.
"Alueellinen ympäristökeskus, joka oli tullut vesi- ja ympäristöhallituksen sijaan, oli tämän jälkeen hakenut vesioikeudessa lupaa joen kalataloudelliseen kunnostamiseen alkuperäisestä suunnitelmasta poiketen siten, että joen alapuolista osaa ei kunnostettaisi, koska siitä ei ollut syntynyt asianosaisten kesken riittävää yksimielisyyttä.","Den regionala miljöcentral som kommit i stället för vatten- och miljöstyrelsen hade därefter hos vattendomstolen ansökt om tillstånd till fiskeriekonomisk iståndsättning av älven på ett sätt som avvek från den ursprungliga planen såtillvida, att älvens nedre lopp inte skulle iståndsättas, eftersom tillräcklig enighet om iståndsättningen inte hade nåtts mellan parterna."
"Vesioikeuden sijaan tullut ympäristölupavirasto oli sen vuoksi päätöksellään 22.3.2002, samalla kun se oli päätöksestä lähemmin ilmenevin lupaehdoin ja hankkeesta saatavaa hyötyä koskevin perusteluin myöntänyt alueelliselle ympäristökeskukselle luvan kysymyksessä olevan joen yläosan kalataloudelliseen kunnostamiseen hakemukseen liitetyn suunnitelman mukaisesti, hylännyt eräissä muistutuksissa esitetyt vaatimukset, että joen kalataloudellinen kunnostaminen oli toteutettava alkuperäisen suunnitelman mukaisesti myös joen alaosalla.","Det miljötillståndsverk som hade kommit i stället för vattendomstolen i fråga hade därför i ett beslut 22.3.2002, samtidigt som verket på de tillståndsvillkor som närmare framgick av beslutet och med den nytta som företaget medförde som motivering hade beviljat den regionala miljöcentralen tillstånd till fiskeriekonomisk iståndsättning av älvens övre lopp i enlighet med en plan som hade fogats till ansökan, förkastat de i vissa anmärkningar framställda yrkandena att den fiskeriekonomiska iståndsättningen av älven skulle ske i överensstämmelse med den ursprungliga planen även i älvens nedre lopp."
"Korkein hallinto-oikeus katsoi, että joen uomassa oli myös sen alapuolisella osuudella suoritettu uittoväylän perkauksia, jotka saattoivat vesilain 5 luvun 30 §:n 3 momentissa tarkoitetuin tavoin olla haitaksi vesistöä käytettäessä.",Högsta förvaltningsdomstolen ansåg att även i flodbädden i älvens nedre lopp hade utförts sådan rensning av flottleden som enligt 5 kap. 30 § 3 mom. i vattenlagen kunde vara menlig vid nyttandet av vattendraget.
Jokea kunnostamalla tätä haittaa oli mahdollista vähentää ja kalaston elinolosuhteita parantaa.,Genom att sätta i stånd älven var det möjligt att minska detta men och förbättra fiskfaunans levnadsbetingelser.
"Tämän vuoksi ja kun uitto oli vesistössä lakannut eikä vesilain 5 luvun 62 §:ssä tarkoitettua toimitsijaa ollut, ympäristökeskukselle oli syntynyt vesilain 5 luvun 30 §:n 3 momentissa tarkoitettu velvollisuus haitan poistamiseksi.","Därför, och eftersom flottning inte längre bedrevs i vattendraget och någon sådan syssloman som avses i 5 kap. 62 § i vattenlagen inte fanns, hade miljöcentralen med stöd av 5 kap. 30 § 3 mom. i vattenlagen blivit skyldig att avhjälpa denna olägenhet."
Ympäristökeskus ei ollut voinut luopua sen lakisääteisiin tehtäviin kuuluvasta hankkeesta hankkeen kohtaaman vastustuksen vuoksi tai muista vastaavista syistä.,Miljöcentralen kunde inte avstå från ett företag som hörde till centralens lagstadgade förpliktelser av den anledningen att företaget rönte motstånd eller av andra motsvarande skäl.
Ympäristökeskuksen hakemusta ei näin ollen voitu hylätä ympäristölupaviraston päätöksessä mainituilla perusteilla.,Miljöcentralens ansökan kunde därför inte avslås på de grunder som nämndes i miljötillståndsverkets beslut.
"Kysymyksessä olevan kunnostuksen edellytykset ratkaistiin ympäristölupavirastossa hallinto-oikeuden päätöksestä ilmenevän menettelyn jälkeen ottaen huomioon vesilain 2 luvun säännökset, muun ohella luvun 3, 6, 11 ja 31 §, sekä 1 luvun 23 c §:n.","Förutsättningarna för iståndsättningen skulle avgöras av miljötillståndsverket efter ett förfarande som framgick av förvaltningsdomstolens beslut och med beaktande av bestämmelserna i 2 kap. i vattenlagen, bland annat kapitlets 3, 6, 11 och 31 § samt vattenlagens 1 kap. 23 c §."
"Korkein hallinto-oikeus pysytti hallinto-oikeuden päätöksen lopputuloksen, jonka mukaan ympäristölupaviraston päätös oli kumottu siltä osin kuin ympäristölupavirasto oli hylännyt vaatimukset ympäristökeskuksen velvoittamisesta esittämään suunnitelma joen alapuolisen osan kunnostamisesta.","Högsta förvaltningsdomstolen omfattade slutresultatet i förvaltningsdomstolens beslut, enligt vilket miljötillståndsverkets beslut upphävdes till den del som miljötillståndsverket hade förkastat yrkandena att miljöcentralen skulle förpliktas att lägga fram en plan för iståndsättning av älvens nedre lopp."
Lupaviraston tuli ympäristökeskuksen esitettyä tarvittavat selvitykset ottaa asia uudelleen käsiteltäväksi.,När miljöcentralen hade lagt fram behövlig utredning skulle miljötillståndsverket ta ärendet till ny behandling.
Sen vuoksi ympäristölupavirasto oli jättänyt sanottuihin seikkoihin kohdistuneet hallintopakkoa koskeneet vaatimukset tutkimatta.,Därför hade miljötillståndsverket utan prövning avvisat de yrkanden på förvaltningstvångsåtgärder som hänförde sig till dessa omständigheter.
"Kysymys oli sellaisista maalla tehdyistä toimenpiteistä, jotka olivat vaikuttaneet vesiluontoon.",Det var frågan om sådana på marken vidtagna åtgärder som hade påverkat vattennaturen.
X:lle oli myönnetty korotettu vammaistuki hänen etenevästä silmäsairaudestaan johtuvasta toimintakyvyn alenemisesta aiheutuvan haitan ja avun tarpeen perusteella.,"X hade beviljats förhöjt handikappbidrag med anledning av det men och hjälpbehov som förorsakades av sjunkande funktionsförmåga, som X:s fortskridande ögonsjukdom medförde."
X oli hakenut toimeentulotukea muun ohella reseptilääkkeiden hankkimisesta aiheutuneisiin menoihin.,X hade ansökt om utkomststöd för bland annat utgifter för anskaffning av receptbelagda läkemedel.
"Asiassa ei ollut ilmennyt, että X olisi hankkinut kysymyksessä olevat lääkkeet etenevään silmäsairauteensa liittyen, vaan kysymyksessä olevat lääkkeet oli hankittu X:n muiden sairauksien hoitamista varten.","I ärendet hade inte framgått att X skulle ha skaffat läkemedlen för sin fortskridande ögonsjukdom, utan för vården av sina övriga sjukdomar."
"Tämän vuoksi kysymyksessä olevia reseptilääkkeiden hankkimisesta aiheutuneita terveydenhuoltomenoja ei voitu X:n toimeentulotuen tarvetta määriteltäessä pitää toimeentulotuesta annetun lain 8 §:ssä tarkoitettuina hänen korotetulla vammaistuellaan korvattavina menoinaan, vaan niitä oli pidettävä toimeentulotuella katettavina menoina.","Vid bedömningen av X:s behov av utkomststöd kunde sjukvårdsutgifterna för anskaffningen av de receptbelagda läkemedlen inte betraktas som sådana i 8 § i lagen om utkomststöd avsedda utgifter som ersattes med det förhöjda handikappbidraget, utan de skulle betraktas som utgifter för vilka utkomststöd beviljas."
Kunnanvaltuuston päätös kunnan haja-asutusalueiden vesihuollon kehityssuunnitelman hyväksymisestä koski vain valmistelua.,Kommunfullmäktiges beslut att godkänna en utvecklingsplan för vattenförsörjningen på kommunens glesbygdsområden gällde endast beredning.
Siitä ei siten saanut tehdä kunnallisvalitusta.,Därför fick beslutet inte överklagas genom kommunalbesvär.
Valtuutettu oli useasti ylittänyt valtuutettujen puheenvuorojen pituudelle työjärjestyksessä määrätyn ajan sekä puheenjohtajan kiellosta huolimatta jatkanut puhettaan.,En fullmäktigeledamot hade i sina inlägg i debatten flera gånger överskridit den tid som ett inlägg av en fullmäktigeledamot enligt fullmäktiges arbetsordning fick ta i anspråk samt fortsatt att tala trots att fullmäktiges ordförande hade förbjudit ledamoten att fortsätta.
Kunnanvaltuusto oli päättänyt tehdä asiasta rikosilmoituksen ja pidättää valtuutetun luottamustoimistaan tutkimuksen ajaksi sekä panna päätöksen täytäntöön heti.,Kommunfullmäktige hade beslutat göra en brottsanmälan om saken och avstänga fullmäktigeledamoten från dennes förtroendeuppdrag så länge som brottsundersökningen pågick samt att omedelbart verkställa beslutet.
"Kihlakunnansyyttäjä oli sittemmin päättänyt, että asiassa ei toimiteta esitutkintaa.",Häradsåklagaren hade sedermera beslutat att ingen förundersökning skulle göras i saken.
"Valtuutetun voitiin katsoa menetelleen valtuutetulle kuuluvien velvollisuuksien vastaisesti, kun hän oli jättänyt noudattamatta valtuuston työjärjestykseen perustuvia valtuuston puheenjohtajan kieltoja jatkaa puheenvuorojaan.","Fullmäktigeledamoten kunde anses ha handlat i strid med sina skyldigheter som fullmäktigeledamot genom att inte lyda fullmäktiges ordförandes förbud att fortsätta att tala, vilka baserade sig på bestämmelser i fullmäktiges arbetsordning."
Valtuuston puheenjohtaja oli siten voinut määrätä valtuutetun poistettavaksi valtuuston kokouksesta.,Fullmäktiges ordförande hade därför haft rätt att bestämma att ledamoten skulle avlägsnas från fullmäktigesammanträdet.
"Kuntalain 15 a §:n 1 momentissa on säädetty niistä keinoista, joilla valtuuston puheenjohtaja voi puuttua valtuutetun kokouksen kulkua häiritsevään käytökseen.",I 15 a § 1 mom. i kommunallagen bestäms vilka medel fullmäktiges ordförande har till sitt förfogande när en fullmäktigeledamot med sitt uppträdande stör sammanträdets förlopp.
Valtuutetun toimintaa ei voitu rajoittaa tätä enempää.,Mer än så kunde fullmäktigeledamotens verksamhet inte begränsas.
Pidättäessään valtuutetun luottamustoimestaan valtuusto oli siten ylittänyt toimivaltansa.,Genom att avstänga fullmäktigeledamoten från förtroendeuppdraget hade fullmäktige därför överskridit sin komptens.
Kunnanvaltuuston päätös on tältä osin lainvastainen.,Kommunfullmäktiges beslut var till denna del lagstridigt.
"Hallinto-oikeus keskeytti välipäätöksellään teleyrityksen valituksessa esitetyn hakemuksen johdosta Viestintäviraston päätöksen täytäntöönpanon, kunnes asia on lainvoimaisesti ratkaistu tai toisin määrätään.",På en begäran som teleföretaget framställde i sina besvär till förvaltningsdomstolen bestämde förvaltningsdomstolen i ett separat beslut att verkställigheten av Kommunikationsverkets beslut skulle avbrytas tills ärendet hade avgjorts med ett beslut som hade vunnit laga kraft eller något annat bestämdes.
"Perusteluinaan hallinto-oikeus lausui, että asian käsittelyn tässä vaiheessa Viestintäviraston päätöksen täytäntöönpano on syytä keskeyttää.",Förvaltningsdomstolen motiverade sitt beslut med att det i detta skede av handläggningen var skäl att avbryta verkställigheten av Kommunikationsverkets beslut.
"Korkein hallinto-oikeus totesi, että sähköisten viestintäverkkojen ja -palvelujen yhteisestä sääntelyjärjestelmästä annetun Euroopan parlamentin ja neuvoston direktiivin 2002/21/EY 4 artiklan 1 kohdassa säädetään, että jäsenvaltioiden on varmistettava, että kansallisella tasolla on käytössä tehokkaita järjestelmiä, joiden avulla jokainen käyttäjä tai sähköisiä viestintäverkkoja ja/tai -palveluja tarjoava yritys, johon kansallisen sääntelyviranomaisen tekemä päätös vaikuttaa, voi hakea muutosta päätökseen muutoksenhakuelimeltä, joka on riippumaton asianomaisista osapuolista.","Högsta förvaltningsdomstolen konstaterade att i artikel 4.1 i Europaparlamentets och rådets direktiv 2002/21/EG om ett gemensamt regelverk för elektroniska kommunikationsnät och kommunikationstjänster föreskrivs, att medlemsstaterna skall säkerställa att det på nationell nivå finns fungerande system enligt vilka varje användare eller företag som tillhandahåller elektroniska kommunikationsnät och/eller kommunikationstjänster, som berörs av ett beslut av en nationell regleringsmyndighet, har rätt att överklaga beslutet till en instans som är oberoende av de inblandade parterna."
"Säännöksen mukaan kansallisen sääntelyviranomaisen päätös on voimassa, kunnes muutoksenhakupyyntö on käsitelty, jollei muutoksenhakuelin toisin päätä.","Enligt bestämmelsen skall i väntan på utgången av ett sådant överklagande den nationella regleringsmyndighetens beslut fortsätta att gälla, såvida inte överklagandeinstansen beslutar annorlunda."
Kaupunki oli päättänyt vaalimainonnan yleisohjeista omistamillaan ja hallitsemillaan alueilla.,En stad hade givit allmänna anvisningar om valreklam på områden som staden ägde och innehade.
Korvauksen periminen vaalitelineiden pystyttämisestä ja hoitamisesta aiheutuneiden kustannusten kattamiseksi ei ollut lainvastaista.,Det var inte lagstridigt att kräva ersättning för täckande av de kostnader som uppstod när ställningar för valreklam sattes upp och hölls i stånd.
"Kaivosvaltaushakemus oli tehty ajankohtana, jolloin valtaushakemuksen tekijän julkisesti vastustama kierrätyskeskushanke oli jo ollut suunnitteilla.","En inmutningsansökan hade gjorts vid en tidpunkt när byggandet av en återvinningscentral, som sökanden offentligt hade motsatt sig, redan planerades."
"Valtaus kohdistui kierrätyskeskusta koskevan asemakaavaehdotuksen ydinalueelle, pääosin jätteenkäsittelyn korttelialueelle.","Ansökan gällde kärnområdet i det förslag till detaljplan som berörde återvinningscentralen, främst det kvartersområde som enligt planen var avsett att användas för avfallshantering."
"Vaikka hakija oli kertomansa mukaan valinnut valtauksen kohteen geologin avustuksella, hän ei ollut esittänyt selvitystä mainitsemistaan, asiassa merkityksellisiksi katsomistaan 1960-luvulta lähtien suoritetuista geologisista tutkimuksista, havainnoista ja löydöksistä.","Även om sökanden uppgav sig ha valt ut inmutningsområdet med hjälp av en geolog, hade sökanden dock inte presenterat utredning om geologiska undersökningar, iakttagelser och fynd, som enligt vad sökanden hade uppgivit hade gjorts alltsedan 1960-talet och som sökanden hade ansett ha betydelse i ärendet."
Hakijan esittämät seikat kaivoskivennäisten olemassaolon otaksunnan tueksi olivat näin jääneet puutteellisiksi ja yleisluonteisiksi.,De omständigheter som sökanden hade anfört såsom stöd för att gruvmineraler förmodades förekomma på området hade följaktligen förblivit bristfälligt utredda och av allmänt slag.
A Oy on tehnyt 6.8.1999 B Oy:n kanssa liiketoimintansa kauppaa koskevan sopimuksen.,A Ab hade 6.8.1999 med B Ab slutit ett avtal om överlåtelse av sin rörelse.
"Samanaikaisesti irtaimen käyttöomaisuuden osalta on laadittu vuokrasopimus, jonka mukaan käyttöomaisuus siirtyy vuokra-ajan jälkeen, viimeistään 31.8.2005 B Oy:lle ilman eri korvausta.","Samtidigt hade ett avtal uppgjorts om hyra av de lösa anläggningstillgångarna så, att dessa tillgångar enligt avtalet efter hyrestidens utgång, dock senast 31.8.2005, utan särskild ersättning övergick i B Ab:s ägo."
Yhtiö on käsitellyt kirjanpidossaan ja veroilmoituksessaan viimeksi mainittua sopimusta vuokrasopimuksena.,Avtalet hade i bolagets bokföring och skattedeklaration behandlats som ett hyresavtal.
"Jälkiverotusta toimitettaessa on katsottu, että irtainta käyttöomaisuutta koskevassa sopimuksessa on ollut kysymys osamaksukaupasta, jolloin kauppahinta on ollut tuloutettava kokonaisuudessaan sinä verovuonna, jona sopimus on tehty ja omaisuus luovutettu ostajalle.","Vid efterbeskattning betraktades avtalet som ett avtal om avbetalningsköp, varför hela köpeskillingen skulle intäktsföras som inkomst för det skatteår under vilket avtalet slöts och egendomen i fråga överläts till köparen."
Yhtiön tuloon on tämän mukaisesti jälkiverotuksin lisätty 2 755 532 markkaa.,Bolagets inkomst ökades därför med 2 755 532 mark.
"Yhtiö on ilmoittanut, ettei yhtiö ollut tietoinen noudattamansa tulon jaksottamisen virheellisyydestä.",Bolaget uppgav att det inte hade varit medvetet om att inkomsten hade periodiserats på ett oriktigt sätt.
Äänestys 3-2.  ,Omröstning 3-2.
Yhtiön tehtaalla syntyi metallinvalmistuksen yhteydessä ferrokromitehtaan murskattua kuonaa ja ferrokromitehtaan rakeistettua kuonaa.,I bolagets fabrik uppstod vid framställning av metall fabrikskrossad ferrokromslagg och fabriksgranulerad ferrokromslagg.
"Ferrokromitehtaan prosessit oli tarkoituksellisesti suunniteltu siten, että kuonat voitiin välittömästi käsitellä hyödyntämiskelpoisiksi sivutuotteiksi (rakeistetut eristehiekat ja erilaiset seulotut kuonatuotteet), jotka myytiin välittömästi tai lyhyen välivarastoinnin jälkeen käytettäväksi rakennusten perustamispohjissa, routaeristeinä, salaojissa ja sisätilatäytöissä, tien- ja kadunrakentamisessa ja putkitäytöissä sekä erilaisten tulenkestävien materiaalien runkoaineina.","Ferrokromfabrikens processer hade med avsikt planerats så, att av slaggen omedelbart kunde framställas nyttiga biprodukter (granulerad isoleringssand samt olika slag av siktade slaggprodukter), vilka omedelbart eller efter en kort mellanlagring såldes vidare för att användas i byggnadsgrunder, som isoleringsmaterial mot tjäle, vid täckdikning samt som fyllnadsmaterial inomhus, vid byggande av gator och vägar samt som fyllnadsmaterial vid rörläggning och ballast vid tillverkning av olika slag av eldfasta material."
Sivutuotteista saatava hinta kattoi vähintään niiden valmistuskustannukset.,Biprodukternas pris täckte åtminstone tillverkningskostnaderna.
"Kuonien valmistaminen sivutuotteiksi oli yhtiölle erityisen kannattavaa, kun sillä vältettiin niiden sijoittaminen muutoin läjitysalueelle.","Att tillverka biprodukter av slaggen var särskilt lönsamt för bolaget, eftersom man då inte behövde uppläggningsområden för slaggmassorna."
Kuonien hyödyntämisellä prosessoituina sivutuotteina vähennettiin samalla jätteiden syntyä.,"Genom att slaggen i processen återvanns som biprodukter, uppstod också mindre avfall än vad som annars hade varit fallet."
"Kuonatuotteiden käytöllä korvattiin myös luonnon soravaroja, mikä osaltaan edisti kestävää kehitystä.","Slaggprodukterna användes i stället för naturgrus, vilket bidrog till en hållbar utveckling."
"Henkilön sijoittuminen joko vanhainkotiin tai terveyskeskuksen vuodeosastolle oli hänen yksilöllisten tarpeidensa ja kunnan käytettävissä olevien hoitopaikkojen pohjalta tehtävä, huollon toteuttamista ja sisältöä koskeva ratkaisu.","Placeringen av en person antingen på ett ålderdomshem eller en hälsovårdscentrals bäddavdelning var ett beslut som gällde hur vården skulle genomföras och vad den skulle innehålla, och skulle därför fattas utgående från personens individuella behov och de vårdplatser som kommunen hade till sitt förfogande."
"Hallinto-oikeus oli, sen jälkeen kun korkein hallinto-oikeus oli kumonnut hallinto-oikeuden aikaisemman päätöksen ja palauttanut asian hallinto-oikeudelle uudelleen käsiteltäväksi, toimittanut suullisen käsittelyn virkavaalia koskevassa asiassa.","Efter att högsta förvaltningsdomstolen hade upphävt ett beslut av en förvaltningsdomstol och återförvisat ärendet till förvaltningsdomstolen för ny behandling, hade förvaltningsdomstolen hållit muntlig förhandling i ett ärende som gällde val till en tjänst."
"Virkaa hakeneella A:lla oli suullisessa käsittelyssä ollut avustajana asianajaja B, ja näissä oloissa A oli saanut tiedon asian käsittelyyn osallistuvista tuomareista.","A, som hade sökt tjänsten, hade vid den muntliga förhandlingen biträtts av advokat B, och under dessa förhållanden fått veta vilka domare som deltog i behandlingen av ärendet."
"A vaati valituksessaan korkeimmassa hallinto-oikeudessa, että hallinto-oikeuden päätös kumotaan muun ohella tuomareiden esteellisyyden perusteella.",I sina besvär till högsta förvaltningsdomstolen yrkade A att förvaltningsdomstolens beslut skulle upphävas bland annat på den grunden att domarna var jäviga.
"Hän perusteli esteellisyysväitettään sillä, että tuomareiden aikaisemmin tekemän ratkaisun vuoksi oli perusteltua aihetta epäillä heillä olleen asiaan ennakkoasenne.",A motiverade sin jävsinvändning med att det med hänsyn till det avgörande som domarna tidigare hade träffat i ärendet fanns grundad anledning att förmoda att de hade en förhandsinställning i ärendet.
"A ei ollut tehnyt väitettä tuomareiden esteellisyydestä hallinto-oikeudessa järjestetyssä suullisessa käsittelyssä eikä myöskään sinä aikana, minkä asia oli vielä ollut suullisen käsittelyn jälkeen vireillä hallinto-oikeudessa.",A hade inte framställt sin jävsinvändning vid den muntliga förhandlingen i förvaltningsdomstolen och inte heller under den tid som ärendet efter den muntliga förhandlingen ännu var anhängigt hos förvaltningsdomstolen.
"Hän ei ole myöskään osoittanut, että hänellä olisi ollut pätevä syy olla tekemättä väitettä aikaisemmin kuin vasta korkeimmassa hallinto-oikeudessa.",A hade inte heller visat att han hade haft ett giltigt skäl att framställa invändningen först i högsta förvaltningsdomstolen.
"Tämän vuoksi, ja ottaen huomioon, että esteellisyysväite perustui esteellisyyden arvioinnin kannalta harkinnanvaraiseen seikkaan, esteellisyysväite oli tehty liian myöhään.","Därför, och med hänsyn till att jävsinvändningen grundade sig på en omständighet som vid jävsbedömningen var beroende av prövning, hade jävsinvändningen framställts för sent."
Korkein hallinto-oikeus hylkäsi vaatimuksen hallinto-oikeuden päätöksen kumoamisesta sanotulla perusteella.,Högsta förvaltningsdomstolen förkastade yrkandet om att förvaltningsdomstolens beslut skulle upphävas på nämnda grund.
Ympäristökeskuksen toimivaltaan kuuluu ympäristönsuojelulain 77 ja 79 §:n nojalla antaa lainkohdissa tarkoitettuja määräyksiä puhdistamisesta 75 §:n mukaan vastuussa olevalle.,En miljöcentral var behörig att med stöd av 77 och 79 § i miljöskyddslagen utfärda saneringsföreskrifter åt den som enligt 75 § i miljöskyddslagen var saneringsskyldig.
"Ympäristökeskuksen toimivaltaan kuuluu tällaisten määräysten antaminen myös silloin, kun vastuussa olevia on useita.",Miljöcentralen var behörig att ge sådana föreskrifter även när det fanns flera än en ansvarig.
"Milloin kysymys on erillisistä toiminnoista aiheutuneen pilaantumisen synnyttämästä  puhdistamisvastuusta, ympäristökeskuksen toimivaltaan sisältyy siitä päättäminen, missä suhteessa erilliset aiheuttajat ovat vastuussa puhdistamista edeltävistä selvityksistä ja itse puhdistamisesta.","När det är frågan om saneringsansvaret för en förorening som har uppstått genom separata verksamheter, är miljöcentralen behörig att bestämma i vilket förhållande de olika skadevållarna skall svara för de utredningar som föregår saneringen samt för själva saneringen."
"Koska puhdistamisvastuu sisältää vastuun puhdistamisesta aiheutuvista kustannuksista, ympäristökeskuksen päätökseen kuului määräys myös siitä, miten vastuu puhdistamisesta aiheutuvista kustannuksista jakautuu.","Eftersom saneringsansvaret omfattar ansvar för de kostnader som saneringen medför, hörde också en bestämmelse om fördelningen av saneringskostnaderna till miljöcentralens beslut."
"Lupahakemuksessa oli kysymys pohjavedenottamon rakentamisesta ja pohjaveden ottamisesta, joka vaikutti vesilain 1 luvun 15 §:n vesistön muuttamiskieltoa koskevassa säännöksessä tarkoitettuja haittoja aiheuttavalla tavalla puroon.","I en tillståndsansökan var det frågan om byggande av grundvattentäkt och tagande av grundvatten på ett sätt som inverkade menligt på en bäck så som avses i bestämmelsen i 1 kap. 15 § i vattenlagen, som förbjuder ändring av vattendrag."
Luvan edellytykset oli tutkittava sekä vesilain 2 luvun 6 §:n 2 momentin että vesilain 9 luvun 8 §:n säännösten mukaan.,Tillståndsförutsättningarna skulle prövas såväl utgående från bestämmelserna i 2 kap. 6 § 2 mom. som bestämmelserna i 9 kap. 8 § i vattenlagen.
Luvan sisällön tuli vastata myös vesilain 2 luvun vesistöjä koskevia säännöksiä.,Vidare skulle tillståndet ha ett innehåll som motsvarade bestämmelserna om vattendrag i 2 kap. i vattenlagen.
Luvassa määrättiin vesilain 2 luvun 22 §:n nojalla kalatalousmaksu.,Med stöd av 2 kap. 22 § i vattenlagen påfördes i tillståndet också en skyldighet att betala en fiskerihushållningsavgift.
Matkatoimisto myi matkatoimistopalvelujen ohella pelkästään yksittäisiä varustamojen hinnoittelemia laivalippuja (Tukholman tarjousristeilyt ja abi-risteilyt) ja sai tästä myynnistään varustamoilta sovitun kiinteän välitysprovision ja mahdollisesti sovitun lisäprovision.,"En resebyrå sålde resebyråtjänster, men dessutom också separata båtbiljetter, som de enskilda rederierna hade prissatt (kryssningar till Stockholm till specialpris samt kryssningar för abiturienter) och fick som betalning av rederierna en avtalad fast förmedlingsprovision och en eventuellt avtalad tilläggsprovision."
Asiakkaan laivalipusta maksama hinta määräytyi varustamojen määräämänä hintana.,Det pris som kunden betalade för biljetten var det pris som respektive rederi bestämde.
Asiakkaan katsottiin ostavan laivaliput yhtiön välityksellä varustamolta eikä yhtiö siten toiminut omissa nimissään vaan varustamojen nimissä.,"Kunden ansågs köpa sin biljett av rederiet genom förmedling av resebyrån och bolaget handlade således inte i sitt eget namn, utan i respektive rederis namn."
Yhtiö myi näin ollen välityspalveluja eikä matkatoimistopalveluja.,Bolaget sålde följaktligen förmedlingstjänster och inte resebyråtjänster.
Yhtiön yksittäisten laivalippujen myyntiin sovellettiin arvonlisäverolain välityspalvelua koskevia yleisiä säännöksiä eikä arvonlisäverolain matkatoimistopalvelua koskevaa 80 §:n erityisjärjestelyä.,På bolagets försäljning av separata båtbiljetter tillämpades mervärdesskattelagens allmänna bestämmelser om förmedlingstjänster och inte det särskilda arrangemang om vilket bestäms i 80 § i mervärdesskattelagen.
"Kun kaukolämpöverkko oli ollut toiminnassa ennen vuotta 1998, kaukolämpöverkon yhtenä kokonaisuutena saamat päästöoikeudet oli laskettava päästökauppalain 23 §:n mukaisesti ja kohdistettava yksittäisille kaukolämpöverkkoon kuuluville laitoksille siinä suhteessa kuin niillä oli ollut hiilidioksiidipäästöjä yhteisinä toimintavuosina vuoden 1998 jälkeen.",För ett fjärrvärmenät som hade befunnit sig i verksamhet redan före år 1998 skulle de utsläppsrätter som fjärrvärmenätet som helhet beviljades beräknas enligt bestämmelserna i 23 § i lagen om utsläppsrätter och fördelas på de enskilda anläggningarna inom fjärrvärmenätet i proportion till anläggningarnas koldioxidutsläpp under de gemensamma verksamhetsåren efter år 1998.
Kaukolämpöverkossa toimivien yritysten osalta ei siten sovellettu päästökauppalain 26 §:ää.,Bestämmelserna i 26 § i lagen om utsläppsrätter tillämpades således inte på företag i samma fjärrvärmenät.
"Tampereen kaupunginvaltuusto oli hyväksynyt asemakaavan muutoksen, joka koski kaupungin keskustassa Finlaysonin entisen tehdasalueen tuntumassa sijaitsevaa, pinta-alaltaan 5 455 neliömetrin suuruista tonttia.","Stadsfullmäktige i Tammerfors hade godkänt en ändring av en detaljplan som gällde en 5 455 kvadratmeter stor tomt i centrum av staden, i närheten av det område där Finlayson tidigare hade haft sin fabrik."
Asemakaavan muutoksen toteuttaminen edellytti tontilla sijaitsevien kolmen punatiilisen ja harjakattoisen varastorakennuksen purkamista.,Genomförandet av detaljplanen förutsatte att tre på tomten belägna lagerbyggnader av rödtegel med åstak revs.
Rakennuksista vanhin oli rakennettu vuonna 1892 ja se oli pinta-alaltaan 1 600 neliömetriä.,Den äldsta byggnaden hade uppförts år 1892 och omfattade 1 600 kvadratmeter.
Kaksi muuta rakennusta oli rakennettu 1960-luvulla ja ne olivat suuruudeltaan 1 600 neliömetriä ja 580 neliömetriä.,De två andra byggnaderna var uppförda på 1960-talet och omfattade 1 600 kvadratmeter respektive 580 kvadratmeter.
Rakennuksissa ei ollut ikkuna-aukkoja.,Byggnaderna hade inga fönsteröppningar.
